#,s,V vs. Ref.,V,V,bits
30267,30519.2,5.12E-01,5.12E-01,-3.23E-04,...........
30268,30520.2,5.12E-01,5.12E-01,-3.27E-04,...........
30269,30521.2,5.12E-01,5.12E-01,-3.27E-04,...........
30270,30522.3,5.12E-01,5.12E-01,-3.22E-04,...........
30271,30523.3,5.12E-01,5.12E-01,-3.25E-04,...........
30272,30524.3,5.12E-01,5.12E-01,-3.20E-04,...........
30273,30525.3,5.12E-01,5.12E-01,-3.28E-04,...........
30274,30526.3,5.12E-01,5.12E-01,-3.28E-04,...........
30275,30527.3,5.12E-01,5.12E-01,-3.26E-04,...........
30276,30528.3,5.12E-01,5.12E-01,-3.30E-04,...........
30277,30529.3,5.12E-01,5.12E-01,-3.30E-04,...........
30278,30530.3,5.12E-01,5.12E-01,-3.28E-04,...........
30279,30531.3,5.12E-01,5.12E-01,-3.32E-04,...........
30280,30532.3,5.12E-01,5.12E-01,-3.30E-04,...........
30281,30533.3,5.12E-01,5.12E-01,-3.26E-04,...........
30282,30534.3,5.12E-01,5.12E-01,-3.26E-04,...........
30283,30535.4,5.12E-01,5.12E-01,-3.29E-04,...........
30284,30536.4,5.12E-01,5.12E-01,-3.29E-04,...........
30285,30537.4,5.12E-01,5.12E-01,-3.33E-04,...........
30286,30538.4,5.12E-01,5.12E-01,-3.31E-04,...........
30287,30539.4,5.12E-01,5.12E-01,-3.30E-04,...........
30288,30540.4,5.12E-01,5.12E-01,-3.28E-04,...........
30289,30541.4,5.12E-01,5.12E-01,-3.31E-04,...........
30290,30542.4,5.12E-01,5.12E-01,-3.35E-04,...........
30291,30543.4,5.12E-01,5.12E-01,-3.36E-04,...........
30292,30544.4,5.12E-01,5.12E-01,-3.35E-04,...........
30293,30545.4,5.12E-01,5.12E-01,-3.32E-04,...........
30294,30546.4,5.12E-01,5.12E-01,-3.31E-04,...........
30295,30547.5,5.12E-01,5.12E-01,-3.30E-04,...........
30296,30548.5,5.12E-01,5.12E-01,-3.36E-04,...........
30297,30549.5,5.12E-01,5.12E-01,-3.28E-04,...........
30298,30550.5,5.12E-01,5.12E-01,-3.29E-04,...........
30299,30551.5,5.12E-01,5.12E-01,-3.29E-04,...........
30300,30552.5,5.12E-01,5.12E-01,-3.30E-04,...........
30301,30553.5,5.12E-01,5.12E-01,-3.33E-04,...........
30302,30554.5,5.12E-01,5.12E-01,-3.33E-04,...........
30303,30555.5,5.12E-01,5.12E-01,-3.32E-04,...........
30304,30556.5,5.12E-01,5.12E-01,-3.30E-04,...........
30305,30557.5,5.12E-01,5.12E-01,-3.36E-04,...........
30306,30558.5,5.12E-01,5.12E-01,-3.30E-04,...........
30307,30559.6,5.12E-01,5.12E-01,-3.27E-04,...........
30308,30560.6,5.12E-01,5.12E-01,-3.30E-04,...........
30309,30561.6,5.12E-01,5.12E-01,-3.28E-04,...........
30310,30562.6,5.12E-01,5.12E-01,-3.26E-04,...........
30311,30563.6,5.12E-01,5.12E-01,-3.29E-04,...........
30312,30564.6,5.12E-01,5.12E-01,-3.28E-04,...........
30313,30565.6,5.12E-01,5.12E-01,-3.27E-04,...........
30314,30566.6,5.12E-01,5.12E-01,-3.22E-04,...........
30315,30567.6,5.12E-01,5.12E-01,-3.24E-04,...........
30316,30568.6,5.12E-01,5.12E-01,-3.22E-04,...........
30317,30569.6,5.12E-01,5.12E-01,-3.24E-04,...........
30318,30570.7,5.12E-01,5.12E-01,-3.27E-04,...........
30319,30571.7,5.12E-01,5.12E-01,-3.21E-04,...........
30320,30572.7,5.12E-01,5.12E-01,-3.24E-04,...........
30321,30573.7,5.12E-01,5.12E-01,-3.29E-04,...........
30322,30574.7,5.12E-01,5.12E-01,-3.26E-04,...........
30323,30575.7,5.12E-01,5.12E-01,-3.26E-04,...........
30324,30576.7,5.12E-01,5.12E-01,-3.29E-04,...........
30325,30577.7,5.12E-01,5.12E-01,-3.30E-04,...........
30326,30578.7,5.12E-01,5.12E-01,-3.30E-04,...........
30327,30579.7,5.12E-01,5.12E-01,-3.30E-04,...........
30328,30580.7,5.12E-01,5.12E-01,-3.30E-04,...........
30329,30581.7,5.12E-01,5.12E-01,-3.30E-04,...........
30330,30582.7,5.12E-01,5.12E-01,-3.28E-04,...........
30331,30583.8,5.12E-01,5.12E-01,-3.32E-04,...........
30332,30584.8,5.12E-01,5.12E-01,-3.25E-04,...........
30333,30585.8,5.12E-01,5.12E-01,-3.27E-04,...........
30334,30586.8,5.12E-01,5.12E-01,-3.32E-04,...........
30335,30587.8,5.12E-01,5.12E-01,-3.32E-04,...........
30336,30588.8,5.12E-01,5.12E-01,-3.38E-04,...........
30337,30589.8,5.12E-01,5.12E-01,-3.29E-04,...........
30338,30590.8,5.12E-01,5.12E-01,-3.30E-04,...........
30339,30591.8,5.12E-01,5.12E-01,-3.29E-04,...........
30340,30592.8,5.12E-01,5.12E-01,-3.30E-04,...........
30341,30593.8,5.12E-01,5.12E-01,-3.26E-04,...........
30342,30594.8,5.12E-01,5.12E-01,-3.26E-04,...........
30343,30595.9,5.12E-01,5.12E-01,-3.26E-04,...........
30344,30596.9,5.12E-01,5.12E-01,-3.29E-04,...........
30345,30597.9,5.12E-01,5.12E-01,-3.26E-04,...........
30346,30598.9,5.12E-01,5.12E-01,-3.33E-04,...........
30347,30599.9,5.12E-01,5.12E-01,-3.31E-04,...........
30348,30600.9,5.12E-01,5.12E-01,-3.23E-04,...........
30349,30601.9,5.12E-01,5.12E-01,-3.22E-04,...........
30350,30602.9,5.12E-01,5.12E-01,-3.23E-04,...........
30351,30603.9,5.12E-01,5.12E-01,-3.23E-04,...........
30352,30604.9,5.12E-01,5.12E-01,-3.26E-04,...........
30353,30605.9,5.12E-01,5.12E-01,-3.24E-04,...........
30354,30606.9,5.12E-01,5.12E-01,-3.25E-04,...........
30355,30608,5.12E-01,5.12E-01,-3.24E-04,...........
30356,30609,5.12E-01,5.12E-01,-3.24E-04,...........
30357,30610,5.12E-01,5.12E-01,-3.19E-04,...........
30358,30611,5.12E-01,5.12E-01,-3.22E-04,...........
30359,30612,5.12E-01,5.12E-01,-3.16E-04,...........
30360,30613,5.12E-01,5.12E-01,-3.22E-04,...........
30361,30614,5.12E-01,5.12E-01,-3.24E-04,...........
30362,30615,5.12E-01,5.12E-01,-3.26E-04,...........
30363,30616,5.12E-01,5.12E-01,-3.25E-04,...........
30364,30617,5.12E-01,5.12E-01,-3.22E-04,...........
30365,30618,5.12E-01,5.12E-01,-3.25E-04,...........
30366,30619,5.12E-01,5.12E-01,-3.22E-04,...........
30367,30620.1,5.12E-01,5.12E-01,-3.26E-04,...........
30368,30621.1,5.12E-01,5.12E-01,-3.25E-04,...........
30369,30622.1,5.12E-01,5.12E-01,-3.26E-04,...........
30370,30623.1,5.12E-01,5.12E-01,-3.28E-04,...........
30371,30624.1,5.12E-01,5.12E-01,-3.26E-04,...........
30372,30625.1,5.12E-01,5.12E-01,-3.23E-04,...........
30373,30626.1,5.12E-01,5.12E-01,-3.28E-04,...........
30374,30627.1,5.12E-01,5.12E-01,-3.26E-04,...........
30375,30628.1,5.12E-01,5.12E-01,-3.31E-04,...........
30376,30629.1,5.12E-01,5.12E-01,-3.26E-04,...........
30377,30630.1,5.12E-01,5.12E-01,-3.27E-04,...........
30378,30631.2,5.12E-01,5.12E-01,-3.27E-04,...........
30379,30632.2,5.12E-01,5.12E-01,-3.24E-04,...........
30380,30633.2,5.12E-01,5.12E-01,-3.20E-04,...........
30381,30634.2,5.12E-01,5.12E-01,-3.27E-04,...........
30382,30635.2,5.12E-01,5.12E-01,-3.25E-04,...........
30383,30636.2,5.12E-01,5.12E-01,-3.25E-04,...........
30384,30637.2,5.12E-01,5.12E-01,-3.23E-04,...........
30385,30638.2,5.12E-01,5.12E-01,-3.25E-04,...........
30386,30639.2,5.12E-01,5.12E-01,-3.25E-04,...........
30387,30640.2,5.12E-01,5.12E-01,-3.26E-04,...........
30388,30641.2,5.12E-01,5.12E-01,-3.27E-04,...........
30389,30642.2,5.12E-01,5.12E-01,-3.29E-04,...........
30390,30643.2,5.12E-01,5.12E-01,-3.28E-04,...........
30391,30644.3,5.12E-01,5.12E-01,-3.28E-04,...........
30392,30645.3,5.12E-01,5.12E-01,-3.28E-04,...........
30393,30646.3,5.12E-01,5.12E-01,-3.26E-04,...........
30394,30647.3,5.12E-01,5.12E-01,-3.30E-04,...........
30395,30648.3,5.12E-01,5.12E-01,-3.31E-04,...........
30396,30649.3,5.12E-01,5.12E-01,-3.27E-04,...........
30397,30650.3,5.12E-01,5.12E-01,-3.30E-04,...........
30398,30651.3,5.12E-01,5.12E-01,-3.25E-04,...........
30399,30652.3,5.12E-01,5.12E-01,-3.26E-04,...........
30400,30653.3,5.12E-01,5.12E-01,-3.25E-04,...........
30401,30654.3,5.12E-01,5.12E-01,-3.26E-04,...........
30402,30655.3,5.12E-01,5.12E-01,-3.30E-04,...........
30403,30656.4,5.12E-01,5.12E-01,-3.27E-04,...........
30404,30657.4,5.12E-01,5.12E-01,-3.27E-04,...........
30405,30658.4,5.12E-01,5.12E-01,-3.30E-04,...........
30406,30659.4,5.12E-01,5.12E-01,-3.29E-04,...........
30407,30660.4,5.12E-01,5.12E-01,-3.30E-04,...........
30408,30661.4,5.12E-01,5.12E-01,-3.27E-04,...........
30409,30662.4,5.12E-01,5.12E-01,-3.29E-04,...........
30410,30663.4,5.12E-01,5.12E-01,-3.27E-04,...........
30411,30664.4,5.12E-01,5.12E-01,-3.29E-04,...........
30412,30665.4,5.12E-01,5.12E-01,-3.32E-04,...........
30413,30666.4,5.12E-01,5.12E-01,-3.30E-04,...........
30414,30667.4,5.12E-01,5.12E-01,-3.22E-04,...........
30415,30668.5,5.12E-01,5.12E-01,-3.26E-04,...........
30416,30669.5,5.12E-01,5.12E-01,-3.27E-04,...........
30417,30670.5,5.12E-01,5.12E-01,-3.31E-04,...........
30418,30671.5,5.12E-01,5.12E-01,-3.28E-04,...........
30419,30672.5,5.12E-01,5.12E-01,-3.27E-04,...........
30420,30673.5,5.12E-01,5.12E-01,-3.29E-04,...........
30421,30674.5,5.12E-01,5.12E-01,-3.25E-04,...........
30422,30675.5,5.12E-01,5.12E-01,-3.28E-04,...........
30423,30676.5,5.12E-01,5.12E-01,-3.25E-04,...........
30424,30677.5,5.12E-01,5.12E-01,-3.25E-04,...........
30425,30678.5,5.12E-01,5.12E-01,-3.31E-04,...........
30426,30679.5,5.12E-01,5.12E-01,-3.33E-04,...........
30427,30680.6,5.12E-01,5.12E-01,-3.29E-04,...........
30428,30681.6,5.12E-01,5.12E-01,-3.32E-04,...........
30429,30682.6,5.12E-01,5.12E-01,-3.30E-04,...........
30430,30683.6,5.12E-01,5.12E-01,-3.29E-04,...........
30431,30684.6,5.12E-01,5.12E-01,-3.27E-04,...........
30432,30685.6,5.12E-01,5.12E-01,-3.33E-04,...........
30433,30686.6,5.12E-01,5.12E-01,-3.34E-04,...........
30434,30687.6,5.12E-01,5.12E-01,-3.36E-04,...........
30435,30688.6,5.12E-01,5.12E-01,-3.31E-04,...........
30436,30689.6,5.12E-01,5.12E-01,-3.30E-04,...........
30437,30690.6,5.12E-01,5.12E-01,-3.33E-04,...........
30438,30691.7,5.12E-01,5.12E-01,-3.36E-04,...........
30439,30692.7,5.12E-01,5.12E-01,-3.34E-04,...........
30440,30693.7,5.12E-01,5.12E-01,-3.32E-04,...........
30441,30694.7,5.12E-01,5.12E-01,-3.31E-04,...........
30442,30695.7,5.12E-01,5.12E-01,-3.29E-04,...........
30443,30696.7,5.12E-01,5.12E-01,-3.26E-04,...........
30444,30697.7,5.12E-01,5.12E-01,-3.27E-04,...........
30445,30698.7,5.12E-01,5.11E-01,-3.32E-04,...........
30446,30699.7,5.12E-01,5.11E-01,-3.29E-04,...........
30447,30700.7,5.12E-01,5.11E-01,-3.34E-04,...........
30448,30701.7,5.11E-01,5.11E-01,-3.35E-04,...........
30449,30702.7,5.11E-01,5.11E-01,-3.31E-04,...........
30450,30703.8,5.11E-01,5.11E-01,-3.35E-04,...........
30451,30704.8,5.11E-01,5.11E-01,-3.36E-04,...........
30452,30705.8,5.11E-01,5.11E-01,-3.35E-04,...........
30453,30706.8,5.11E-01,5.11E-01,-3.29E-04,...........
30454,30707.8,5.11E-01,5.11E-01,-3.33E-04,...........
30455,30708.8,5.11E-01,5.11E-01,-3.28E-04,...........
30456,30709.8,5.11E-01,5.11E-01,-3.29E-04,...........
30457,30710.8,5.11E-01,5.11E-01,-3.31E-04,...........
30458,30711.8,5.11E-01,5.11E-01,-3.33E-04,...........
30459,30712.8,5.11E-01,5.11E-01,-3.34E-04,...........
30460,30713.8,5.11E-01,5.11E-01,-3.30E-04,...........
30461,30714.8,5.11E-01,5.11E-01,-3.32E-04,...........
30462,30715.8,5.11E-01,5.11E-01,-3.32E-04,...........
30463,30716.9,5.11E-01,5.11E-01,-3.31E-04,...........
30464,30717.9,5.11E-01,5.11E-01,-3.29E-04,...........
30465,30718.9,5.11E-01,5.11E-01,-3.28E-04,...........
30466,30719.9,5.11E-01,5.11E-01,-3.32E-04,...........
30467,30720.9,5.11E-01,5.11E-01,-3.29E-04,...........
30468,30721.9,5.11E-01,5.11E-01,-3.29E-04,...........
30469,30722.9,5.11E-01,5.11E-01,-3.34E-04,...........
30470,30723.9,5.11E-01,5.11E-01,-3.28E-04,...........
30471,30724.9,5.11E-01,5.11E-01,-3.33E-04,...........
30472,30725.9,5.11E-01,5.11E-01,-3.27E-04,...........
30473,30726.9,5.11E-01,5.11E-01,-3.28E-04,...........
30474,30727.9,5.11E-01,5.11E-01,-3.32E-04,...........
30475,30729,5.11E-01,5.11E-01,-3.24E-04,...........
30476,30730,5.11E-01,5.11E-01,-3.25E-04,...........
30477,30731,5.11E-01,5.11E-01,-3.29E-04,...........
30478,30732,5.11E-01,5.11E-01,-3.34E-04,...........
30479,30733,5.11E-01,5.11E-01,-3.28E-04,...........
30480,30734,5.11E-01,5.11E-01,-3.24E-04,...........
30481,30735,5.11E-01,5.11E-01,-3.28E-04,...........
30482,30736,5.11E-01,5.11E-01,-3.29E-04,...........
30483,30737,5.11E-01,5.11E-01,-3.25E-04,...........
30484,30738,5.11E-01,5.11E-01,-3.26E-04,...........
30485,30739,5.11E-01,5.11E-01,-3.28E-04,...........
30486,30740,5.11E-01,5.11E-01,-3.30E-04,...........
30487,30741.1,5.11E-01,5.11E-01,-3.25E-04,...........
30488,30742.1,5.11E-01,5.11E-01,-3.30E-04,...........
30489,30743.1,5.11E-01,5.11E-01,-3.21E-04,...........
30490,30744.1,5.11E-01,5.11E-01,-3.28E-04,...........
30491,30745.1,5.11E-01,5.11E-01,-3.29E-04,...........
30492,30746.1,5.11E-01,5.11E-01,-3.33E-04,...........
30493,30747.1,5.11E-01,5.11E-01,-3.31E-04,...........
30494,30748.1,5.11E-01,5.11E-01,-3.33E-04,...........
30495,30749.1,5.11E-01,5.11E-01,-3.30E-04,...........
30496,30750.1,5.11E-01,5.11E-01,-3.33E-04,...........
30497,30751.1,5.11E-01,5.11E-01,-3.31E-04,...........
30498,30752.2,5.11E-01,5.11E-01,-3.30E-04,...........
30499,30753.2,5.11E-01,5.11E-01,-3.29E-04,...........
30500,30754.2,5.11E-01,5.11E-01,-3.33E-04,...........
30501,30755.2,5.11E-01,5.11E-01,-3.32E-04,...........
30502,30756.2,5.11E-01,5.11E-01,-3.31E-04,...........
30503,30757.2,5.11E-01,5.11E-01,-3.30E-04,...........
30504,30758.2,5.11E-01,5.11E-01,-3.28E-04,...........
30505,30759.2,5.11E-01,5.11E-01,-3.28E-04,...........
30506,30760.2,5.11E-01,5.11E-01,-3.28E-04,...........
30507,30761.2,5.11E-01,5.11E-01,-3.27E-04,...........
30508,30762.2,5.11E-01,5.11E-01,-3.32E-04,...........
30509,30763.2,5.11E-01,5.11E-01,-3.26E-04,...........
30510,30764.3,5.11E-01,5.11E-01,-3.26E-04,...........
30511,30765.3,5.11E-01,5.11E-01,-3.28E-04,...........
30512,30766.3,5.11E-01,5.11E-01,-3.32E-04,...........
30513,30767.3,5.11E-01,5.11E-01,-3.22E-04,...........
30514,30768.3,5.11E-01,5.11E-01,-3.33E-04,...........
30515,30769.3,5.11E-01,5.11E-01,-3.32E-04,...........
30516,30770.3,5.11E-01,5.11E-01,-3.28E-04,...........
30517,30771.3,5.11E-01,5.11E-01,-3.26E-04,...........
30518,30772.3,5.11E-01,5.11E-01,-3.24E-04,...........
30519,30773.3,5.11E-01,5.11E-01,-3.31E-04,...........
30520,30774.3,5.11E-01,5.11E-01,-3.31E-04,...........
30521,30775.3,5.11E-01,5.11E-01,-3.32E-04,...........
30522,30776.3,5.11E-01,5.11E-01,-3.31E-04,...........
30523,30777.4,5.11E-01,5.11E-01,-3.27E-04,...........
30524,30778.4,5.11E-01,5.11E-01,-3.26E-04,...........
30525,30779.4,5.11E-01,5.11E-01,-3.31E-04,...........
30526,30780.4,5.11E-01,5.11E-01,-3.30E-04,...........
30527,30781.4,5.11E-01,5.11E-01,-3.29E-04,...........
30528,30782.4,5.11E-01,5.11E-01,-3.31E-04,...........
30529,30783.4,5.11E-01,5.11E-01,-3.34E-04,...........
30530,30784.4,5.11E-01,5.11E-01,-3.36E-04,...........
30531,30785.4,5.11E-01,5.11E-01,-3.35E-04,...........
30532,30786.4,5.11E-01,5.11E-01,-3.34E-04,...........
30533,30787.4,5.11E-01,5.11E-01,-3.31E-04,...........
30534,30788.4,5.11E-01,5.11E-01,-3.37E-04,...........
30535,30789.5,5.11E-01,5.11E-01,-3.34E-04,...........
30536,30790.5,5.11E-01,5.11E-01,-3.37E-04,...........
30537,30791.5,5.11E-01,5.11E-01,-3.31E-04,...........
30538,30792.5,5.11E-01,5.11E-01,-3.29E-04,...........
30539,30793.5,5.11E-01,5.11E-01,-3.32E-04,...........
30540,30794.5,5.11E-01,5.11E-01,-3.36E-04,...........
30541,30795.5,5.11E-01,5.11E-01,-3.36E-04,...........
30542,30796.5,5.11E-01,5.11E-01,-3.32E-04,...........
30543,30797.5,5.11E-01,5.11E-01,-3.35E-04,...........
30544,30798.5,5.11E-01,5.11E-01,-3.40E-04,...........
30545,30799.5,5.11E-01,5.11E-01,-3.36E-04,...........
30546,30800.5,5.11E-01,5.11E-01,-3.33E-04,...........
30547,30801.6,5.11E-01,5.11E-01,-3.35E-04,...........
30548,30802.6,5.11E-01,5.11E-01,-3.31E-04,...........
30549,30803.6,5.11E-01,5.11E-01,-3.32E-04,...........
30550,30804.6,5.11E-01,5.11E-01,-3.32E-04,...........
30551,30805.6,5.11E-01,5.11E-01,-3.31E-04,...........
30552,30806.6,5.11E-01,5.11E-01,-3.32E-04,...........
30553,30807.6,5.11E-01,5.11E-01,-3.36E-04,...........
30554,30808.6,5.11E-01,5.11E-01,-3.36E-04,...........
30555,30809.6,5.11E-01,5.11E-01,-3.36E-04,...........
30556,30810.6,5.11E-01,5.11E-01,-3.31E-04,...........
30557,30811.6,5.11E-01,5.11E-01,-3.30E-04,...........
30558,30812.7,5.11E-01,5.11E-01,-3.30E-04,...........
30559,30813.7,5.11E-01,5.11E-01,-3.27E-04,...........
30560,30814.7,5.11E-01,5.11E-01,-3.30E-04,...........
30561,30815.7,5.11E-01,5.11E-01,-3.23E-04,...........
30562,30816.7,5.11E-01,5.11E-01,-3.27E-04,...........
30563,30817.7,5.11E-01,5.11E-01,-3.26E-04,...........
30564,30818.7,5.11E-01,5.11E-01,-3.25E-04,...........
30565,30819.7,5.11E-01,5.11E-01,-3.28E-04,...........
30566,30820.7,5.11E-01,5.11E-01,-3.30E-04,...........
30567,30821.7,5.11E-01,5.11E-01,-3.31E-04,...........
30568,30822.7,5.11E-01,5.11E-01,-3.31E-04,...........
30569,30823.7,5.11E-01,5.11E-01,-3.30E-04,...........
30570,30824.7,5.11E-01,5.11E-01,-3.28E-04,...........
30571,30825.8,5.11E-01,5.11E-01,-3.26E-04,...........
30572,30826.8,5.11E-01,5.11E-01,-3.27E-04,...........
30573,30827.8,5.11E-01,5.11E-01,-3.28E-04,...........
30574,30828.8,5.11E-01,5.11E-01,-3.28E-04,...........
30575,30829.8,5.11E-01,5.11E-01,-3.29E-04,...........
30576,30830.8,5.11E-01,5.11E-01,-3.24E-04,...........
30577,30831.8,5.11E-01,5.11E-01,-3.30E-04,...........
30578,30832.8,5.11E-01,5.11E-01,-3.27E-04,...........
30579,30833.8,5.11E-01,5.11E-01,-3.29E-04,...........
30580,30834.8,5.11E-01,5.11E-01,-3.30E-04,...........
30581,30835.8,5.11E-01,5.11E-01,-3.30E-04,...........
30582,30836.8,5.11E-01,5.11E-01,-3.33E-04,...........
30583,30837.9,5.11E-01,5.11E-01,-3.32E-04,...........
30584,30838.9,5.11E-01,5.11E-01,-3.33E-04,...........
30585,30839.9,5.11E-01,5.11E-01,-3.31E-04,...........
30586,30840.9,5.11E-01,5.11E-01,-3.25E-04,...........
30587,30841.9,5.11E-01,5.11E-01,-3.27E-04,...........
30588,30842.9,5.11E-01,5.11E-01,-3.23E-04,...........
30589,30843.9,5.11E-01,5.11E-01,-3.25E-04,...........
30590,30844.9,5.11E-01,5.11E-01,-3.26E-04,...........
30591,30845.9,5.11E-01,5.11E-01,-3.28E-04,...........
30592,30846.9,5.11E-01,5.11E-01,-3.27E-04,...........
30593,30847.9,5.11E-01,5.11E-01,-3.32E-04,...........
30594,30848.9,5.11E-01,5.11E-01,-3.29E-04,...........
30595,30850,5.11E-01,5.11E-01,-3.32E-04,...........
30596,30851,5.11E-01,5.11E-01,-3.33E-04,...........
30597,30852,5.11E-01,5.11E-01,-3.32E-04,...........
30598,30853,5.11E-01,5.11E-01,-3.32E-04,...........
30599,30854,5.11E-01,5.11E-01,-3.31E-04,...........
30600,30855,5.11E-01,5.11E-01,-3.39E-04,...........
30601,30856,5.11E-01,5.11E-01,-3.33E-04,...........
30602,30857,5.11E-01,5.11E-01,-3.28E-04,...........
30603,30858,5.11E-01,5.11E-01,-3.32E-04,...........
30604,30859,5.11E-01,5.11E-01,-3.31E-04,...........
30605,30860,5.11E-01,5.11E-01,-3.33E-04,...........
30606,30861,5.11E-01,5.11E-01,-3.32E-04,...........
30607,30862.1,5.11E-01,5.11E-01,-3.29E-04,...........
30608,30863.1,5.11E-01,5.11E-01,-3.25E-04,...........
30609,30864.1,5.11E-01,5.11E-01,-3.28E-04,...........
30610,30865.1,5.11E-01,5.11E-01,-3.28E-04,...........
30611,30866.1,5.11E-01,5.11E-01,-3.27E-04,...........
30612,30867.1,5.11E-01,5.11E-01,-3.29E-04,...........
30613,30868.1,5.11E-01,5.11E-01,-3.31E-04,...........
30614,30869.1,5.11E-01,5.11E-01,-3.25E-04,...........
30615,30870.1,5.11E-01,5.11E-01,-3.35E-04,...........
30616,30871.1,5.11E-01,5.11E-01,-3.28E-04,...........
30617,30872.1,5.11E-01,5.11E-01,-3.27E-04,...........
30618,30873.2,5.11E-01,5.11E-01,-3.35E-04,...........
30619,30874.2,5.11E-01,5.11E-01,-3.31E-04,...........
30620,30875.2,5.11E-01,5.11E-01,-3.33E-04,...........
30621,30876.2,5.11E-01,5.11E-01,-3.35E-04,...........
30622,30877.2,5.11E-01,5.11E-01,-3.35E-04,...........
30623,30878.2,5.11E-01,5.11E-01,-3.37E-04,...........
30624,30879.2,5.11E-01,5.11E-01,-3.35E-04,...........
30625,30880.2,5.11E-01,5.11E-01,-3.34E-04,...........
30626,30881.2,5.11E-01,5.11E-01,-3.34E-04,...........
30627,30882.2,5.11E-01,5.11E-01,-3.29E-04,...........
30628,30883.2,5.11E-01,5.11E-01,-3.24E-04,...........
30629,30884.2,5.11E-01,5.11E-01,-3.30E-04,...........
30630,30885.2,5.11E-01,5.11E-01,-3.34E-04,...........
30631,30886.3,5.11E-01,5.11E-01,-3.31E-04,...........
30632,30887.3,5.11E-01,5.11E-01,-3.35E-04,...........
30633,30888.3,5.11E-01,5.11E-01,-3.34E-04,...........
30634,30889.3,5.11E-01,5.11E-01,-3.33E-04,...........
30635,30890.3,5.11E-01,5.11E-01,-3.33E-04,...........
30636,30891.3,5.11E-01,5.11E-01,-3.32E-04,...........
30637,30892.3,5.11E-01,5.11E-01,-3.31E-04,...........
30638,30893.3,5.11E-01,5.11E-01,-3.33E-04,...........
30639,30894.3,5.11E-01,5.11E-01,-3.28E-04,...........
30640,30895.3,5.11E-01,5.11E-01,-3.31E-04,...........
30641,30896.3,5.11E-01,5.11E-01,-3.34E-04,...........
30642,30897.3,5.11E-01,5.11E-01,-3.30E-04,...........
30643,30898.4,5.11E-01,5.12E-01,-3.30E-04,...........
30644,30899.4,5.11E-01,5.12E-01,-3.29E-04,...........
30645,30900.4,5.11E-01,5.12E-01,-3.31E-04,...........
30646,30901.4,5.12E-01,5.12E-01,-3.33E-04,...........
30647,30902.4,5.12E-01,5.12E-01,-3.34E-04,...........
30648,30903.4,5.12E-01,5.12E-01,-3.37E-04,...........
30649,30904.4,5.12E-01,5.12E-01,-3.33E-04,...........
30650,30905.4,5.12E-01,5.12E-01,-3.34E-04,...........
30651,30906.4,5.12E-01,5.12E-01,-3.37E-04,...........
30652,30907.4,5.12E-01,5.12E-01,-3.35E-04,...........
30653,30908.4,5.12E-01,5.12E-01,-3.38E-04,...........
30654,30909.4,5.12E-01,5.12E-01,-3.37E-04,...........
30655,30910.5,5.12E-01,5.12E-01,-3.34E-04,...........
30656,30911.5,5.12E-01,5.12E-01,-3.35E-04,...........
30657,30912.5,5.12E-01,5.12E-01,-3.40E-04,...........
30658,30913.5,5.12E-01,5.12E-01,-3.35E-04,...........
30659,30914.5,5.12E-01,5.12E-01,-3.38E-04,...........
30660,30915.5,5.12E-01,5.12E-01,-3.35E-04,...........
30661,30916.5,5.12E-01,5.12E-01,-3.36E-04,...........
30662,30917.5,5.12E-01,5.12E-01,-3.36E-04,...........
30663,30918.5,5.12E-01,5.12E-01,-3.34E-04,...........
30664,30919.5,5.12E-01,5.12E-01,-3.29E-04,...........
30665,30920.5,5.12E-01,5.12E-01,-3.36E-04,...........
30666,30921.5,5.12E-01,5.12E-01,-3.34E-04,...........
30667,30922.6,5.12E-01,5.12E-01,-3.33E-04,...........
30668,30923.6,5.12E-01,5.12E-01,-3.36E-04,...........
30669,30924.6,5.12E-01,5.12E-01,-3.31E-04,...........
30670,30925.6,5.12E-01,5.12E-01,-3.37E-04,...........
30671,30926.6,5.12E-01,5.12E-01,-3.30E-04,...........
30672,30927.6,5.12E-01,5.12E-01,-3.35E-04,...........
30673,30928.6,5.12E-01,5.12E-01,-3.35E-04,...........
30674,30929.6,5.12E-01,5.12E-01,-3.33E-04,...........
30675,30930.6,5.12E-01,5.12E-01,-3.31E-04,...........
30676,30931.6,5.12E-01,5.12E-01,-3.34E-04,...........
30677,30932.6,5.12E-01,5.12E-01,-3.30E-04,...........
30678,30933.7,5.12E-01,5.12E-01,-3.33E-04,...........
30679,30934.7,5.12E-01,5.12E-01,-3.35E-04,...........
30680,30935.7,5.12E-01,5.12E-01,-3.28E-04,...........
30681,30936.7,5.12E-01,5.12E-01,-3.28E-04,...........
30682,30937.7,5.12E-01,5.12E-01,-3.27E-04,...........
30683,30938.7,5.12E-01,5.12E-01,-3.35E-04,...........
30684,30939.7,5.12E-01,5.12E-01,-3.34E-04,...........
30685,30940.7,5.12E-01,5.12E-01,-3.35E-04,...........
30686,30941.7,5.12E-01,5.12E-01,-3.31E-04,...........
30687,30942.7,5.12E-01,5.12E-01,-3.39E-04,...........
30688,30943.7,5.12E-01,5.12E-01,-3.38E-04,...........
30689,30944.7,5.12E-01,5.12E-01,-3.37E-04,...........
30690,30945.8,5.12E-01,5.12E-01,-3.37E-04,...........
30691,30946.8,5.12E-01,5.12E-01,-3.35E-04,...........
